array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
257933_at	oligonucleotide	Arabidopsis thaliana	no	AT3G25585	AAPT2 (AMINOALCOHOLPHOSPHOTRANSFERASE); phosphatidyltransferase	3	9298083	9299356
257934_at	oligonucleotide	Arabidopsis thaliana	no	AT3G25420	SCPL21 (serine carboxypeptidase-like 21); serine carboxypeptidase	3	9220869	9222059
257935_at	oligonucleotide	Arabidopsis thaliana	no	AT3G25440	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G28480.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO46979.1); contains InterPro domain CRS1/YhbY (InterPro:IPR001890)	3	9226192	9226718
257936_at	oligonucleotide	Arabidopsis thaliana	no	AT3G25450	transposable element gene	3	9231750	9232168
257937_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19810	similar to unnamed protein product [Vitis vinifera] (GB:CAO64796.1); contains InterPro domain Protein of unknown function DUF177 (InterPro:IPR003772)	3	6877800	6878445
257938_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19820	DWF1 (DIMINUTO 1); catalytic	3	6879852	6880532
257939_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19930	STP4 (SUGAR TRANSPORTER 4); carbohydrate transmembrane transporter/ sugar:hydrogen ion symporter	3	6936173	6936693
257940_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21790	UDP-glucoronosyl/UDP-glucosyl transferase family protein	3	7677003	7677523
257941_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21800	UDP-glucoronosyl/UDP-glucosyl transferase family protein	3	7680295	7680820
257942_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21830	ASK8 (ARABIDOPSIS SKP1-LIKE 8); ubiquitin-protein ligase	3	7693557	7693920
257943_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21840	ASK7 (ARABIDOPSIS SKP1-LIKE 7); ubiquitin-protein ligase	3	7695503	7695851
257944_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21850	ASK9 (ARABIDOPSIS SKP1-LIKE 9); ubiquitin-protein ligase	3	7697165	7697490
257945_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21860	ASK10 (ARABIDOPSIS SKP1-LIKE 10); ubiquitin-protein ligase	3	7699798	7700151
257946_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21710	unknown protein	3	7648505	7649540
257947_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21720	isocitrate lyase, putative	3	7652803	7653675
257948_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21740	APO4 (ACCUMULATION OF PHOTOSYSTEM ONE 4)	3	7662568	7663109
257949_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21750	UDP-glucoronosyl/UDP-glucosyl transferase family protein	3	7665419	7665957
257950_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21780	UGT71B6 (UDP-GLUCOSYL TRANSFERASE 71B6); UDP-glycosyltransferase/ abscisic acid glucosyltransferase/ transferase, transferring glycosyl groups	3	7675136	7675636
257951_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21700	GTP binding	3	7645134	7646173
257952_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21770	peroxidase 30 (PER30) (P30) (PRXR9)	3	7674081	7674661
257953_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21865	PEX22 (PEROXIN 22); protein binding	3	7701336	7702127
257954_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21760	UDP-glucoronosyl/UDP-glucosyl transferase family protein	3	7667964	7668532
257955_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21810	zinc finger (CCCH-type) family protein	3	7687456	7688366
257956_at	oligonucleotide	Arabidopsis thaliana	no	AT3G25400	similar to unnamed protein product [Vitis vinifera] (GB:CAO45250.1); contains InterPro domain NTP pyrophosphohydrolase MazG, putative catalytic core (InterPro:IPR004518); contains InterPro domain NTP Pyrophosphohydrolase MazG-related, RS21-C6 (InterPro:IPR011394); contains InterPro domain EAR (InterPro:IPR009039)	3	9215097	9215325
257957_at	oligonucleotide	Arabidopsis thaliana	no	AT3G25490	wall-associated kinase, putative	3	9243792	9244313
257958_at	oligonucleotide	Arabidopsis thaliana	no	AT3G25510	disease resistance protein (TIR-NBS-LRR class), putative	3	9262137	9262726
257959_at	oligonucleotide	Arabidopsis thaliana	no	AT3G25560	NIK2 (NSP-INTERACTING KINASE 2); protein kinase	3	9280937	9281603
257960_at	oligonucleotide	Arabidopsis thaliana	no	AT3G25570;AT3G25572	[AT3G25570, adenosylmethionine decarboxylase family protein];[AT3G25572, CPuORF11 (Conserved peptide upstream open reading frame 11)]	[AT3G25570, 3];[AT3G25572, 3]	[AT3G25570, 9288650];[AT3G25572, 9288650]	[AT3G25570, 9289176];[AT3G25572, 9289176]
257961_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19780	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G33780.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO15395.1); contains InterPro domain Protein of unknown function DUF179 (InterPro:IPR003774); contains InterPro domain Thioredoxin-like fold (InterPro:IPR012336); contains InterPro domain Thioredoxin fold (InterPro:IPR012335)	3	6870900	6870934
257962_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19790	unknown protein	3	6874992	6875338
257963_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19840	FF domain-containing protein / WW domain-containing protein	3	6896413	6897166
257964_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19850	phototropic-responsive NPH3 family protein	3	6898393	6899941
257965_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19900	similar to unknown [Picea sitchensis] (GB:ABK25235.1)	3	6922903	6924477
257966_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19800	similar to unnamed protein product [Vitis vinifera] (GB:CAO15360.1)	3	6876436	6877114
257967_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19910	zinc finger (C3HC4-type RING finger) family protein	3	6927196	6929328
257968_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27550	group II intron splicing factor CRS1-related	3	10209339	10209740
257969_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27520	similar to unnamed protein product [Vitis vinifera] (GB:CAO14682.1)	3	10193723	10194391
257970_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27570	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G40510.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO14698.1); contains InterPro domain Thioredoxin-like fold (InterPro:IPR012336); contains InterPro domain Thioredoxin fold (InterPro:IPR012335); contains InterPro domain Sucraseferredoxin-like (InterPro:IPR009737)	3	10215531	10216670
257971_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27530	GC6 (GOLGIN CANDIDATE 6); binding / protein transporter	3	10195220	10196028
257972_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27560	ATN1; kinase/ protein serine/threonine/tyrosine kinase	3	10211876	10212713
257973_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20720	similar to hypothetical protein OsI_016901 [Oryza sativa (indica cultivar-group)] (GB:EAY95668.1); similar to predicted protein [Physcomitrella patens subsp. patens] (GB:EDQ56411.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO39040.1); contains domain SUBFAMILY NOT NAMED (PTHR22774:SF4); contains domain UNCHARACTERIZED (PTHR22774)	3	7246062	7246707
257974_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20820	leucine-rich repeat family protein	3	7281448	7281980
257975_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20830	protein kinase family protein	3	7285051	7285551
257976_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20840	PLT1 (PLETHORA 1); transcription factor	3	7302797	7303293
257977_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20850	proline-rich family protein	3	7304167	7304560
257978_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20860	ATNEK5; kinase	3	7307672	7308390
257979_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20730	pentatricopeptide (PPR) repeat-containing protein	3	7248292	7248879
257980_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20760	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G51130.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO23385.1); contains InterPro domain Nse4 (InterPro:IPR014854)	3	7257237	7258112
257981_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20770	EIN3 (ETHYLENE-INSENSITIVE3); transcription factor	3	7260795	7261292
257982_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20780	ATTOP6B (BRASSINOSTEROID INSENSITIVE 3, ROOT HAIRLESS 3)	3	7264558	7265772
257983_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20790	oxidoreductase family protein	3	7269706	7271094
257984_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20800	rcd1-like cell differentiation protein, putative	3	7271454	7273050
257985_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20810	transcription factor jumonji (jmjC) domain-containing protein	3	7276640	7278122
257986_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20865	AGP40 (ARABINOGALACTAN-PROTEIN 40)	3	7308758	7308886
257987_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20740	FIE (FERTILIZATION-INDEPENDENT ENDOSPERM 1); nucleotide binding / transcription factor	3	7249071	7250311
257988_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20870	metal transporter family protein	3	7309520	7311458
257989_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19770	ATVPS9A (ARABIDOPSIS THALIANA VACUOLAR PROTEIN SORTING 9A)	3	6868568	6869116
257990_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19860	basic helix-loop-helix (bHLH) family protein	3	6905257	6905832
257991_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19870	binding	3	6910526	6911089
257992_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19880	F-box family protein	3	6911533	6911977
257993_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19890	F-box family protein	3	6915035	6915507
257994_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19920	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G64230.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO44392.1)	3	6929868	6930559
257995_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19940	sugar transporter, putative	3	6939253	6939844
257996_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19950	zinc finger (C3HC4-type RING finger) family protein	3	6943254	6943789
257997_at	oligonucleotide	Arabidopsis thaliana	no	no_match	no_match	no_match	no_match	no_match
257998_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27510	protein binding / zinc ion binding	3	10189496	10190109
257999_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27540	glycosyl transferase family 17 protein	3	10207528	10208059
258000_at	oligonucleotide	Arabidopsis thaliana	no	AT3G28940	avirulence-responsive protein, putative / avirulence induced gene (AIG) protein, putative	3	10969572	10970542
258001_at	oligonucleotide	Arabidopsis thaliana	no	AT3G28950	avirulence-responsive protein-related / avirulence induced gene (AIG) protein-related	3	10977611	10978591
258002_at	oligonucleotide	Arabidopsis thaliana	no	AT3G28930	AIG2 (AVRRPT2-INDUCED GENE 2)	3	10961139	10961914
258003_at	oligonucleotide	Arabidopsis thaliana	no	AT3G29030	ATEXPA5 (ARABIDOPSIS THALIANA EXPANSIN A5)	3	11012783	11013785
258004_at	oligonucleotide	Arabidopsis thaliana	no	AT3G29020	MYB110 (myb domain protein 110); DNA binding / transcription factor	3	11009885	11010448
258005_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19390	cysteine proteinase, putative / thiol protease, putative	3	6723999	6724737
258006_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19400	cysteine proteinase, putative	3	6726161	6726860
258007_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19420	phosphoric monoester hydrolase	3	6734557	6735334
258008_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19430	late embryogenesis abundant protein-related / LEA protein-related	3	6736427	6737167
258009_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19440	pseudouridine synthase family protein	3	6742209	6743078
258010_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19300	protein kinase family protein	3	6690282	6690908
258011_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19510	homeobox protein (HAT 3.1)	3	6763229	6763970
258012_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19310	phospholipase C	3	6695358	6696185
258013_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19320	leucine-rich repeat family protein	3	6696403	6697166
258014_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19330	polyadenylate-binding protein-related / PABP-related	3	6700100	6700660
258015_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19340	sodium:dicarboxylate symporter	3	6701408	6702279
258016_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19350	polyadenylate-binding protein-related / PABP-related	3	6705532	6705910
258017_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19370	similar to transport protein-related [Arabidopsis thaliana] (TAIR:AT2G23360.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO47839.1); contains InterPro domain Protein of unknown function DUF869, plant (InterPro:IPR008587)	3	6712832	6713500
258018_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19500	ethylene-responsive protein -related	3	6759318	6760681
258019_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19470	F-box family protein	3	6750344	6750879
258020_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19490	ATNHD1 (Arabidopsis thaliana Na/H antiporter 1); sodium:hydrogen antiporter	3	6754895	6755696
258021_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19380	U-box domain-containing protein	3	6714626	6715125
258022_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19460	reticulon family protein (RTNLB11)	3	6747635	6748798
258023_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19450	CAD4 (CINNAMYL ALCOHOL DEHYDROGENASE 4); cinnamyl-alcohol dehydrogenase	3	6746327	6747005
258024_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19360	zinc finger (CCCH-type) family protein	3	6708242	6708841
258025_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19480	D-3-phosphoglycerate dehydrogenase, putative / 3-PGDH, putative	3	6754095	6754631
258026_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19290	ABF4 (ABRE BINDING FACTOR 4); DNA binding / transcription activator/ transcription factor	3	6688661	6689789
258027_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19515	binding	3	6766883	6767727
258028_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27473	DC1 domain-containing protein	3	10170500	10171058
258029_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27580	ATPK7 (Arabidopsis thaliana serine/threonine-protein kinase 7); kinase	3	10218998	10219478
258030_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27590	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G05095.1)	3	10222389	10222941
258031_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27480;AT3G27490	[AT3G27480, DC1 domain-containing protein];[AT3G27490, DC1 domain-containing protein]	[AT3G27480, 3];[AT3G27490, 3]	[AT3G27480, 10175021];[AT3G27490, 10179608]	[AT3G27480, 10175268];[AT3G27490, 10179855]
258032_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21170	F-box family protein	3	7420609	7421138
258033_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21250	ATMRP6 (Arabidopsis thaliana multidrug resistance-associated protein 6)	3	7457720	7458449
258034_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21300	RNA methyltransferase family protein	3	7493702	7494576
258035_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21180	ACA9 (autoinhibited Ca2+ -ATPase 9); calcium-transporting ATPase/ calmodulin binding	3	7430837	7431908
258036_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21210	protein binding / zinc ion binding	3	7438471	7438839
258037_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21230	4CL5 (4-COUMARATE:COA LIGASE 5); 4-coumarate-CoA ligase	3	7448335	7449059
258038_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21260	GLTP3 (GLYCOLIPID TRANSFER PROTEIN 3); glycolipid binding / glycolipid transporter	3	7464278	7464848
258039_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21200	similar to hypothetical protein [Vitis vinifera] (GB:CAN79599.1); contains InterPro domain FMN-binding split barrel, related (InterPro:IPR009002)	3	7436576	7437837
258040_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21190	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G51630.1); similar to unknown [Populus trichocarpa] (GB:ABK93128.1); contains InterPro domain Protein of unknown function DUF246, plant (InterPro:IPR004348)	3	7432591	7433187
258041_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21175	ZML1 (ZIM-LIKE 1); transcription factor	3	7423253	7424563
258042_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21310	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G51770.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO45744.1); contains InterPro domain Protein of unknown function DUF266, plant (InterPro:IPR004949)	3	7498427	7498999
258043_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21290	dentin sialophosphoprotein-related	3	7487394	7488673
258044_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21270	ADOF2 (Arabidopsis dof zinc finger protein 2); DNA binding / transcription factor	3	7475033	7475532
258045_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21280	UBP7 (UBIQUITIN-SPECIFIC PROTEASE 7); ubiquitin-specific protease	3	7478182	7479550
258046_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21220	ATMKK5 (MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5); kinase	3	7446404	7446924
258047_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21240	4CL2 (4-coumarate:CoA ligase 2); 4-coumarate-CoA ligase	3	7454567	7455294
258048_at	oligonucleotide	Arabidopsis thaliana	no	AT3G16290	EMB2083 (EMBRYO DEFECTIVE 2083); ATPase/ metallopeptidase	3	5521205	5522033
258049_at	oligonucleotide	Arabidopsis thaliana	no	AT3G16220	similar to RNA binding / catalytic [Arabidopsis thaliana] (TAIR:AT3G16230.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO45862.1); contains InterPro domain Predicted eukaryotic LigT; (InterPro:IPR009210)	3	5498177	5499073
258050_at	oligonucleotide	Arabidopsis thaliana	no	AT3G16200	similar to unnamed protein product [Vitis vinifera] (GB:CAO45864.1)	3	5491704	5492386
258051_at	oligonucleotide	Arabidopsis thaliana	no	AT3G16260	catalytic	3	5512448	5513124
258052_at	oligonucleotide	Arabidopsis thaliana	no	AT3G16190	isochorismatase hydrolase family protein	3	5489911	5491193
258053_at	oligonucleotide	Arabidopsis thaliana	no	AT3G16230	RNA binding / catalytic	3	5502280	5503293
258054_at	oligonucleotide	Arabidopsis thaliana	no	AT3G16240	DELTA-TIP (delta tonoplast integral protein); water channel	3	5505817	5506763
258055_at	oligonucleotide	Arabidopsis thaliana	no	AT3G16250	ferredoxin-related	3	5507314	5508289
258056_at	oligonucleotide	Arabidopsis thaliana	no	AT3G29010	catalytic	3	11008579	11009171
258057_at	oligonucleotide	Arabidopsis thaliana	no	AT3G28970	AAR3 (ANTIAUXIN-RESISTANT 3)	3	10989232	10990042
258058_at	oligonucleotide	Arabidopsis thaliana	no	AT3G28980	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G28810.1); contains InterPro domain Protein of unknown function DUF1216 (InterPro:IPR009605)	3	10994647	10995285
258059_at	oligonucleotide	Arabidopsis thaliana	no	AT3G29035	ANAC059/ATNAC3 (Arabidopsis NAC domain containing protein 59); protein heterodimerization/ transcription factor	3	11035617	11036215
258060_at	oligonucleotide	Arabidopsis thaliana	no	AT3G26030	ATB' DELTA (Arabidopsis thaliana serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime delta); protein phosphatase type 2A regulator	3	9519829	9520365
